serie_id,fecha_hora,serie,mac,firmware,patron,patron_original,valor_certificado,tipo_lamina,color,orientacion,codigo,disparo,respuesta_bruta,x,descartado,motivo_descarte,veredicto,nota,aceptada,elegida,colocacion
S008,"2026-09-19T10:03:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,3,"::797",797,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S008,"2026-09-19T10:04:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,4,"::783",783,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S008,"2026-09-19T10:04:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,5,"::803",803,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S008,"2026-09-19T10:04:03-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,6,"::800",800,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S008,"2026-09-19T10:04:05-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,7,"::800",800,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S008,"2026-09-19T10:04:06-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,8,"::792",792,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S008,"2026-09-19T10:04:08-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P49,P49,81,I,rojo,0,e,9,"::803",803,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S008",1,1,1
S009,"2026-09-19T10:05:13-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,1,"::626",626,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S009",1,1,1
S009,"2026-09-19T10:05:14-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,2,"::629",629,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S009",1,1,1
S009,"2026-09-19T10:05:16-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,3,"::624",624,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S009",1,1,1
S009,"2026-09-19T10:05:18-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P32a,P32a,9,I,azul,0,e,4,"::629",629,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S009",1,1,1
